CNPJ/CPF Remetente;Remetente;CNPJ/CPF Destinatario;Destinatario;CTRC;Nota Fiscal/Nro Coleta;Nro Pedido;Data Inclusao;Cidade Destino;UF Destino;Unidade;Data/Hora da Ocorrencia;Situacao;Empresa;Detalhe;Data Entrega;Previsao de Entrega;CTe
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.745.753/0003-49;UNIAO MEDICA PLANOS DE SAUDE S A;7141720643;1 110498;;05/09/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;08/09/22 15:17;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:17H RECEBIDO POR JOELSON DOS SANTOS, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715361005161888 - SSWMOBILE  DOC N.: CARIMBO.;08/09/22;12/09/22;32220908860184000171570020001715361005161888 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.745.753/0003-49;UNIAO MEDICA PLANOS DE SAUDE S A;7141720643;1 110558;;05/09/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;08/09/22 15:17;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:17H RECEBIDO POR JOELSON DOS SANTOS, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715361005161888 - SSWMOBILE  DOC N.: CARIMBO.;08/09/22;12/09/22;32220908860184000171570020001715361005161888 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141720686;1 110536;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;06/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 18:00H E FOI RECEBIDO POR TIAGO DE OLIVEIRA  DOC N.: CARIMBO.;06/09/22;09/09/22;32220908860184000171570020001715771005162062 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141720686;1 110532;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;06/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 18:00H E FOI RECEBIDO POR TIAGO DE OLIVEIRA  DOC N.: CARIMBO.;06/09/22;09/09/22;32220908860184000171570020001715771005162062 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141720686;1 110533;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;06/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 18:00H E FOI RECEBIDO POR TIAGO DE OLIVEIRA  DOC N.: CARIMBO.;06/09/22;09/09/22;32220908860184000171570020001715771005162062 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141720686;1 110534;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;06/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 18:00H E FOI RECEBIDO POR TIAGO DE OLIVEIRA  DOC N.: CARIMBO.;06/09/22;09/09/22;32220908860184000171570020001715771005162062 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.934.094/0001-43;SANTA CASA MIS SANTO ANTONIO DE JESUS;7141720678;1 110539;;05/09/22;SANTO ANTONIO DE JESUS;BA;SANTO ANTONIO DE JESUS / BA;08/09/22 10:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 10:00H E FOI RECEBIDO POR JEREMIAS.;08/09/22;09/09/22;32220908860184000171570020001715791005162059 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.934.094/0001-43;SANTA CASA MIS SANTO ANTONIO DE JESUS;7141720678;1 110538;;05/09/22;SANTO ANTONIO DE JESUS;BA;SANTO ANTONIO DE JESUS / BA;08/09/22 10:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 10:00H E FOI RECEBIDO POR JEREMIAS.;08/09/22;09/09/22;32220908860184000171570020001715791005162059 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141720686;1 110535;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;06/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 18:00H E FOI RECEBIDO POR TIAGO DE OLIVEIRA  DOC N.: CARIMBO.;06/09/22;09/09/22;32220908860184000171570020001715771005162062 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141720686;1 110556;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;06/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 18:00H E FOI RECEBIDO POR TIAGO DE OLIVEIRA  DOC N.: CARIMBO.;06/09/22;09/09/22;32220908860184000171570020001715771005162062 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141720686;1 110537;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;06/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 18:00H E FOI RECEBIDO POR TIAGO DE OLIVEIRA  DOC N.: CARIMBO.;06/09/22;09/09/22;32220908860184000171570020001715771005162062 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.603.755/0001-31;ONCOBAHIA SERV MED HOSP ONCOLOGIA;7141669257;1 110106;;29/08/22;FEIRA DE SANTANA;BA;CARIACICA / ES;08/09/22 12:33;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663341005004138</u></a> - VIA API.;31/08/22;02/09/22;32220808860184000171570020001663341005004138 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.603.755/0001-31;ONCOBAHIA SERV MED HOSP ONCOLOGIA;7141669257;1 110107;;29/08/22;FEIRA DE SANTANA;BA;CARIACICA / ES;08/09/22 12:33;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663341005004138</u></a> - VIA API.;31/08/22;02/09/22;32220808860184000171570020001663341005004138 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.342.878/0002-38;UNIMED DE F. DE S.C. DE TRABALHO ME;7141669192;1 110189;;29/08/22;FEIRA DE SANTANA;BA;CARIACICA / ES;08/09/22 12:33;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663331005004076</u></a> - VIA API.;31/08/22;02/09/22;32220808860184000171570020001663331005004076 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.342.878/0002-38;UNIMED DE F. DE S.C. DE TRABALHO ME;7141669192;1 110112;;29/08/22;FEIRA DE SANTANA;BA;CARIACICA / ES;08/09/22 12:33;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663331005004076</u></a> - VIA API.;31/08/22;02/09/22;32220808860184000171570020001663331005004076 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.342.878/0002-38;UNIMED DE F. DE S.C. DE TRABALHO ME;7141669192;1 110110;;29/08/22;FEIRA DE SANTANA;BA;CARIACICA / ES;08/09/22 12:33;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663331005004076</u></a> - VIA API.;31/08/22;02/09/22;32220808860184000171570020001663331005004076 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;35.917.970/0007-26;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO LTDA;7141720635;1 110493;;05/09/22;VOLTA REDONDA;RJ;RESENDE / RJ;08/09/22 11:33;MERCADORIA ENTREGUE;AGB;PHILIPPE / CARIMBO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715391005161839 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715391005161839 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;35.917.970/0007-26;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO LTDA;7141720635;1 110494;;05/09/22;VOLTA REDONDA;RJ;RESENDE / RJ;08/09/22 11:33;MERCADORIA ENTREGUE;AGB;PHILIPPE / CARIMBO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715391005161839 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715391005161839 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;35.917.970/0007-26;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO LTDA;7141720635;1 110522;;05/09/22;VOLTA REDONDA;RJ;RESENDE / RJ;08/09/22 11:33;MERCADORIA ENTREGUE;AGB;PHILIPPE / CARIMBO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715391005161839 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715391005161839 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;35.917.970/0007-26;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO LTDA;7141720635;1 110560;;05/09/22;VOLTA REDONDA;RJ;RESENDE / RJ;08/09/22 11:33;MERCADORIA ENTREGUE;AGB;PHILIPPE / CARIMBO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715391005161839 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715391005161839 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;35.917.970/0007-26;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO LTDA;7141720635;1 110563;;05/09/22;VOLTA REDONDA;RJ;RESENDE / RJ;08/09/22 11:33;MERCADORIA ENTREGUE;AGB;PHILIPPE / CARIMBO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715391005161839 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715391005161839 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;35.917.970/0007-26;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO LTDA;7141720635;1 110492;;05/09/22;VOLTA REDONDA;RJ;RESENDE / RJ;08/09/22 11:33;MERCADORIA ENTREGUE;AGB;PHILIPPE / CARIMBO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715391005161839 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715391005161839 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;14.168.470/0001-73;IRM S CASA MIS ILHEUS;7141669168;1 110121;;29/08/22;ILHEUS;BA;CARIACICA / ES;08/09/22 09:40;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663401005004046</u></a> - VIA API.;31/08/22;01/09/22;32220808860184000171570020001663401005004046 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;14.168.470/0001-73;IRM S CASA MIS ILHEUS;7141669168;1 110120;;29/08/22;ILHEUS;BA;CARIACICA / ES;08/09/22 09:40;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663401005004046</u></a> - VIA API.;31/08/22;01/09/22;32220808860184000171570020001663401005004046 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;14.168.470/0001-73;IRM S CASA MIS ILHEUS;7141669168;1 110136;;29/08/22;ILHEUS;BA;CARIACICA / ES;08/09/22 09:40;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663401005004046</u></a> - VIA API.;31/08/22;01/09/22;32220808860184000171570020001663401005004046 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.054.849/0001-07;AMO HBA ASS MULTIDISCIPLINAR EM ONCOLOGIA LTDA;7141669176;1 110124;;29/08/22;SALVADOR;BA;CARIACICA / ES;08/09/22 08:52;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663271005004052</u></a> - VIA API.;31/08/22;01/09/22;32220808860184000171570020001663271005004052 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.054.849/0001-07;AMO HBA ASS MULTIDISCIPLINAR EM ONCOLOGIA LTDA;7141669176;1 110122;;29/08/22;SALVADOR;BA;CARIACICA / ES;08/09/22 08:52;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663271005004052</u></a> - VIA API.;31/08/22;01/09/22;32220808860184000171570020001663271005004052 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.054.849/0001-07;AMO HBA ASS MULTIDISCIPLINAR EM ONCOLOGIA LTDA;7141669176;1 110133;;29/08/22;SALVADOR;BA;CARIACICA / ES;08/09/22 08:52;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663271005004052</u></a> - VIA API.;31/08/22;01/09/22;32220808860184000171570020001663271005004052 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;61.599.908/0001-58;REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA;7141628895;1 109879;;23/08/22;SAO PAULO;SP;CARIACICA / ES;08/09/22 08:39;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001623561004880529</u></a> - VIA API.;25/08/22;26/08/22;32220808860184000171570020001623561004880529 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.132.229/0001-80;ONCOMED CENTRO PREV E TRAT DE DOENCAS;7141721062;1 110495;;05/09/22;BELO HORIZONTE;MG;BELO HORIZONTE / MG;08/09/22 08:20;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 08:20H E FOI RECEBIDO POR TULIO V  DOC N.: M6222120.;08/09/22;09/09/22;32220908860184000171570020001715381005163303 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;10.475.230/0001-60;HEMOMED INSTITUTO DE ONCOLOGIA E HEMATOLOGIA;7141664794;1 110163;;29/08/22;SAO PAULO;SP;CARIACICA / ES;06/09/22 16:15;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001658811004989842</u></a> - VIA API.;30/08/22;01/09/22;32220808860184000171570020001658811004989842 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;60.726.502/0001-26;HOSPITAL ALEMAO OSWALDO CRUZ;7141664808;1 110159;;29/08/22;SAO PAULO;SP;CARIACICA / ES;06/09/22 16:15;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001658821004989866</u></a> - VIA API.;30/08/22;01/09/22;32220808860184000171570020001658821004989866 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141424050;1 108654;;26/07/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:51;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001418991004255666</u></a> - VIA API.;28/07/22;29/07/22;32220708860184000171570020001418991004255666 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141424050;1 108655;;26/07/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:51;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001418991004255666</u></a> - VIA API.;28/07/22;29/07/22;32220708860184000171570020001418991004255666 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141139975;1 106711;;15/06/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220608860184000171570020001136181003422173</u></a> - VIA API.;20/06/22;21/06/22;32220608860184000171570020001136181003422173 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.806.545/0005-32;UNIMED PETROPOLIS COOPERATIVA DE TRABALHO MEDICO;7141209451;1 107167;;27/06/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220608860184000171570020001205251003613270</u></a> - VIA API.;30/06/22;01/07/22;32220608860184000171570020001205251003613270 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.806.545/0005-32;UNIMED PETROPOLIS COOPERATIVA DE TRABALHO MEDICO;7141140035;1 106727;;15/06/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220608860184000171570020001136161003422349</u></a> - VIA API.;20/06/22;21/06/22;32220608860184000171570020001136161003422349 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.806.545/0005-32;UNIMED PETROPOLIS COOPERATIVA DE TRABALHO MEDICO;7141140035;1 106726;;15/06/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220608860184000171570020001136161003422349</u></a> - VIA API.;20/06/22;21/06/22;32220608860184000171570020001136161003422349 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141282638;1 107684;;06/07/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:51;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001277641003830747</u></a> - VIA API.;11/07/22;12/07/22;32220708860184000171570020001277641003830747 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.806.545/0005-32;UNIMED PETROPOLIS COOPERATIVA DE TRABALHO MEDICO;7141171704;1 106898;;21/06/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220608860184000171570020001167901003518288</u></a> - VIA API.;23/06/22;24/06/22;32220608860184000171570020001167901003518288 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.806.545/0005-32;UNIMED PETROPOLIS COOPERATIVA DE TRABALHO MEDICO;7141171704;1 106897;;21/06/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220608860184000171570020001167901003518288</u></a> - VIA API.;23/06/22;24/06/22;32220608860184000171570020001167901003518288 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141282646;1 107685;;06/07/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:51;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001277661003830750</u></a> - VIA API.;11/07/22;12/07/22;32220708860184000171570020001277661003830750 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141324403;1 107944;;12/07/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:51;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001319511003954330</u></a> - VIA API.;14/07/22;15/07/22;32220708860184000171570020001319511003954330 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141324403;1 107943;;12/07/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:51;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001319511003954330</u></a> - VIA API.;14/07/22;15/07/22;32220708860184000171570020001319511003954330 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;30.638.381/0001-08;CENTRO DE TERAPIA ONCOLOGIA LTDA;7141139975;1 106710;;15/06/22;PETROPOLIS;RJ;CARIACICA / ES;06/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220608860184000171570020001136181003422173</u></a> - VIA API.;20/06/22;21/06/22;32220608860184000171570020001136181003422173 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.843.896/0001-12;FUNDO MUNICIPAL DE SAUDE DE TEIXEIRA DE FREITAS;7141721020;1 110541;;05/09/22;TEIXEIRA DE FREITAS;BA;TEIXEIRA DE FREITAS / BA;06/09/22 14:45;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 14:45H RECEBIDO POR NILTON CESAR, PARENTESCO: NDA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715431005163206 - SSWMOBILE  DOC N.: 00230505511.;06/09/22;08/09/22;32220908860184000171570020001715431005163206 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0171-50;MINISTERIO DA SAUDE - INST NAC DE CANCER;7141689681;1 110313;;31/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 14:22;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001683851005068339</u></a> - VIA API.;01/09/22;02/09/22;32220808860184000171570020001683851005068339 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;09.219.138/0004-01;UNIMED-RIO EMPREEND MED E HOSP LTDA;7141656155;1 110084;;26/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 14:13;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001650271004965198</u></a> - VIA API.;29/08/22;30/08/22;32220808860184000171570020001650271004965198 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;33.540.014/0001-57;UNIVERSIDADE DO ESTADO DO RIO;7141669125;1 110127;;29/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 13:37;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663281005004009</u></a> - VIA API.;30/08/22;31/08/22;32220808860184000171570020001663281005004009 
